description,name,date
"AI-based tool for rewriting texts and sentences
",Wordtune,2022-06-18T07:58:49Z
"Analysing images and creating caption for them
",Image captioning,2022-06-20T02:31:21Z
"Analysing videos and creating caption for them
",Video understanding,2022-06-20T02:31:35Z
"Create AI-generated Pokemon in two clicks
",AI Pokemon,2022-06-21T07:01:30Z
"Removing objects from videos.  It can also remove shadows and watermarks
",Flow-Guided Video Inpainting,2022-06-26T08:07:47Z
"Reconstructing a 3D scene from image
",Monocular 3D Semantic Scene Completion,2022-06-29T00:54:25Z
"The game that combines DALL-E mini (text-to-image generator) and Wordle (a game that daily challenges you to guess a 5-letter word)
",Wordalle,2022-07-04T11:37:14Z
"Online Tool for Semantic Segmentation of 3D Point Clouds
",Mix3D Semantic Segmentation,2022-07-09T01:54:18Z
"Enhance and modify photos using neural networks
",DeepPaint Enhancer,2022-07-10T06:00:44Z
"This notebook generates images from text with point clouds
",3D from text: low-res point clouds,2022-07-10T12:11:29Z
"Generating short poems based on the topic and chosen style. Supports Russian language
",Verslibre,2022-07-12T13:43:37Z
"Generating audio and speech from text. Can be used for dubbing videos, games and others. Temporarily free
",SteosVoice,2022-07-12T13:43:37Z
"Continuing the text written by you. The neural network was trained on Pushkin, Dostoevsky and  Pelevin works. Works with Russian language
",Порфирьевич,2022-07-12T13:49:17Z
"Restoring the missing part of imags along with slight recoloration
",Old Photo Restoration,2022-07-12T13:49:17Z
"Software for editing images and videos. Includes 8 products, desktop apps for Windows and Mac
",TopazLabs,2022-07-12T13:49:18Z
"Web platform for creating images and changing their style based on filters and settings
",Playform,2022-07-12T13:50:13Z
"Changing the style of a given image based on text input
",Semantic Style Transfer with CLIP+VQGAN,2022-07-12T14:34:37Z
"Web tool for creating images and making morphs. Allows to 'breed' pictures between each other, allowing to create unusual artworks. You can also make video from generated images
",ArtBreeder,2022-07-13T11:21:18Z
"Web tool for transferring the style of one image onto another
",Deep Dream Generator,2022-07-13T12:10:06Z
"Web tool for editing and enhancing videos: adding new style, colorizing, upscaling and removing objects or background
",Comixify,2022-07-14T14:46:19Z
"Web tool for transferring the cartoon style of one image onto another
",Toonify,2022-07-14T14:46:26Z
"Creating images from text, generating art prompts. Transferring style of image and enhancing it by colorizing, removing objects or background
It also has templates with device mockups, social media posts, marketing images, app icons, and other work graphics.
",HotPot,2022-07-14T14:46:38Z
"Web application that lets you erase objects from your photos and images
",Hama,2022-07-14T14:47:56Z
"Use simple collages and text to make images and creating scenes
",Collage by ArtBreeder,2022-07-17T08:16:34Z
"Generate text prompts for text2image models. Developed by non-affiliates for DALL-E 2, but can be used for any model
",Prompt Generator,2022-07-17T13:42:14Z
"Batch Upscaling & Super Resolution with Latent-Diffusion. A colab made for upscaling Disco Diffusion generations. 
",SuperRes Diffusion,2022-07-19T14:33:15Z
"Web platform for creating images from text
",Pixelz,2022-07-20T06:31:40Z
"Removing background on images using image segmentation model
",Highly Accurate Dichotomous Image Segmentation,2022-07-20T23:54:42Z
"Generate vivid dancing videos from hand-drawn anime characters
",Anime Character video,2022-07-22T03:59:36Z
"Convert any text typed on the keyboard or internet text into a kind of scan or photo of your handwritten homework. Choose a background (16 available) and a font (54 different fonts are available), Insert text and click ""Create homework"", then you can download the handwritten homework in the form of a photo or pdf.
",Handwriting text generator,2022-07-25T08:15:55Z
"Generate prompts for any text2image model. AI art community with an online prompt builder
",Prompt Builder Helper,2022-07-26T09:54:11Z
"Enhance your low-resolution images without losing any details and get them ready for all your personal and business needs
",Upscale.media,2022-07-27T06:56:03Z
"Enhance photos of your products by removing and changing background
",Spyne,2022-07-27T07:05:39Z
"A Windows python app that changes the wallpaper daily using images generated with DALL-E 2 and midjourney
",WallpaperOS,2022-08-01T05:16:10Z
"A trained model set of 10K floral images of 512 kb size images that have been trained on 256 x 256 diffusion model.

",Floral Diffusion,2022-08-01T16:29:23Z
"Generating text in 46 languages and 13 programming languages that is hardly distinguishable from text written by humans. BLOOM can also be instructed to perform text tasks it hasn't been explicitly trained for, by casting them as text generation tasks.
",Text generator,2022-08-02T05:31:25Z
"Neural rendering model that allows to generate a 3D mesh with your mobile camera. You will have a textured mesh as the output
",MobileNeRF,2022-08-02T11:44:34Z
"Generating a number of prompts based on a few keywords for MidJourney or any other text2image model
",MidJourney Prompt Generator,2022-08-04T12:42:40Z
"Colorize your videos using neural networks
",Video Colorization with Reference,2022-08-04T12:43:48Z
"ReDraw turns your smartphone into a neuronal camera, draws unique images, new shapes and colors, starting from a photo.
ReDraw is the world’s most advanced AI Art application through the power of generative adversarial networks, which involves both local and cloud processing. 
",ReDraw,2022-08-08T01:27:07Z
"Create images in the style of pouring acrylics art, based on Disco Diffusion model
",PaintPour Diffusion,2022-08-08T09:30:56Z
"Stable Diffusion text-to-image and image-to-image synthesis
",ZStable Diffusion,2022-08-09T07:35:40Z
"a method for transferring the style from a set of images to a 3D object. The texture appearance of an asset is optimized with a differentiable renderer in a pipeline based on losses using pretrained deep neural networks. More specifically, we utilize a nearest-neighbor feature matching loss with CLIP-ResNet50 to extract the style from images. We show that a CLIP-based style loss provides a different appearance over a VGG-based loss by focusing more on texture over geometric shapes. Additionally, we extend the loss to support multiple images and enable loss-based control over the color palette combined with automatic color palette extraction from style images.

","CLIP-based Neural Neighbor Style Transfer for 3D Assets
",2022-08-11T00:17:29Z
"Marketplace of prompts of DALL-E, MidJourney, Stable Diffusion
",PromptBase,2022-08-13T04:44:17Z
"Make a prompt directly from your images. Put in your image and get the approximate description/prompt from it to use in any text2image model to create similar images
Advised to use it with CLIP and Diffusion guided models

","CLIP Interrogator
",2022-08-13T08:22:46Z
"Animate Stable Diffusion by interpolating between two prompts
",Animate Stable Diffusion,2022-08-15T06:46:37Z
"NovelAI is a monthly subscription service for AI-assisted authorship, storytelling, virtual companionship, or simply a GPT powered sandbox for your imagination.
",Novel AI,2022-08-15T19:16:33Z
"Animate your Stable Diffusion generations into an interpolated video
",Prompt-space Interpolation,2022-08-21T23:44:26Z
"AI Face Animation App: by uploading image and audio you can get a synthesized video with animated character on the given image
",Avatarify,2022-08-22T10:51:00Z
"Animate characters and creatures by uploading a video reference for movement and image of your character / creature
",EbSynth,2022-08-22T15:46:40Z
"**Turning 2D images into 3D content. **Create quickly in 3D with zero 3D modelling knowledge
 
",Kaedim,2022-08-24T10:30:07Z
"The web tool and desktop app for removing any kind of objects and texts from images (including watermarks)
",The Inpaint,2022-08-28T10:33:57Z
"A web tool for removing background on images. Works well with transparent objects
",Photo Scissors,2022-08-29T00:01:29Z
"Generating a prompt with adjustable settings and parameters. Overall 1631 terms to morph into one prompt
",Dynamic Prompt generator,2022-08-29T06:17:30Z
"A web interface to animate faces on photos
",Deep Nostalgia,2022-08-29T06:25:56Z
"Generate images with [Stable Diffusion](https://github.com/CompVis/stable-diffusion) from text with [KLMS sampling](https://github.com/crowsonkb/k-diffusion.git). You can also do batch generation and add initial image
",Stable Diffusion Lite,2022-08-29T08:37:15Z
"Generating prompts. You can quickly train a model to generate similar prompts based on your own text inputs
",Prompt Parrot,2022-08-29T12:02:10Z
"Uncensored text2image art generation tool
",Neural Blender,2022-08-30T01:22:33Z
"Fully featured frontend interface for both txt2img and img2img generation
",Stable Diffusion WebUI,2022-08-30T01:24:53Z
"A web interface for enhancing face photos and upscaling anime images. You can also remove the background and restore images
",ARC Images Enhancer,2022-08-30T23:42:05Z
"A simple implementation of generating N interpolated images (i.e. the in-between images) between multiple text prompts + multiple seeds, built on top of [pharmapsychotic's Stable Diffusion notebook](https://colab.research.google.com/github/pharmapsychotic/ai-notebooks/blob/main/pharmapsychotic_Stable_Diffusion.ipynb#scrollTo=DeqQ7pt1zdI7)
",Stable Diffusion Simple Interpolation,2022-08-31T08:26:58Z
"A state-of-the-art text-to-image model that generates images from Chinese text.
",ERNIE-ViLG,2022-09-01T06:22:32Z
"A NN naturally continues the existing music fragment by prompt.

",MuseNet MIDI Generator,2022-09-05T10:14:58Z
"The app turning words into MIDI melodies: 
each letter of the phrase gets a music note
",AudioCipher,2022-09-05T10:15:50Z
"Generates original music with monetisation capabilities.
",Boomy ,2022-09-05T10:17:06Z
"Outputs a new music sample produced from scratch, provided with genre, artist, and lyrics as input. Developed by OpenAI
",JukeBox,2022-09-05T10:17:38Z
"Generating adult imagery/nudes based on text-constructor with keywords
",Pornpen,2022-09-05T11:44:22Z
"Removing clothes on any image with masking. Might require VPN to access the website
",DeepNudeNow,2022-09-06T01:43:56Z
"Creating video digital avatars from presets: upload text, a background – photo or video, and place the character in the frame however you like, add gestures. The video will be generated shortly.
Use it for training videos, presentations, news. For work, studying, social networks. No filming, equipment, or editing. Visual characters will help promote your ideas. Several images to choose from – different styles, hair, outfits.
",Visper,2022-07-08T14:48:00Z
